Num,S/N,Manufacturer,Name,Type,Unit(Dose),Constituents/Unit,Package unit,Price(In Rs.),Price/Unit (In Rs.)
2210,198,Litaka Pharmaceuticals Ltd,Kefexyl (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,10 Capsule,72,7.2
2211,199,Wander Ltd,Cefcare (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,10 Capsule,72,7.2
2212,200,Wander Ltd,Cefacre (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,10 Capsule,72,7.2
2213,201,Vega Laboratories Pvt. Ltd.,Vedrox (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,10 Capsule,73,7.3
2214,202,Winsome Laboratories Ltd.,Hydrox (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,6 Capsule,44,7.33
2215,203,Stadchem of India,Chemid (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,10 Capsule,73.8,7.38
2216,204,Shrinivas (Gujarat) Laboratories Pvt. Ltd.,Endrox (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,100 Capsule,745,7.45
2217,205,Tosc International Pvt Ltd.,Cefatos (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,60 Capsule,474,7.9
2218,206,Mcneil & Argus Pharmaceuticals Ltd.,Cefmac Cap (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,200 Capsule,1 600.00,8
2219,207,Orchid Chemicals & Pharmaceuticals Ltd.,Droxyceph (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,10 Capsule,85,8.5
2220,208,Medipol Pharmaceuticals India Pvt. Ltd.,Cefacef (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,100 Capsule,895,8.95
2221,209,Scortis Labs (P) Ltd,Loxyl (500 mg) (Scortis Labs),Capsule    ,1 Capsule,Cefadroxil-500 mg,10 Capsule,90,9
2222,210,Maya Drugs & Antibiotics,Doly (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,10 Capsule,93,9.3
2223,211,Hinglaj Laboratories of India,Ceftin (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,10 Capsule,94,9.4
2224,212,Parenteral Drugs (India) Ltd.,PD Roxil (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,6 Capsule,60,10
2225,213,Vostok & Wilcure Remedies,Wydrox Caps (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,10 Capsule,100,10
2226,214,Apco Pharma Ltd.,Bidoxil (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,4 Capsule,41,10.25
2227,215,Gracure Pharmaceuticals Ltd.,CFD (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,60 Capsule,628.5,10.48
2228,216,Aristo Pharmaceuticals Pvt Ltd.,Cefadrox (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,4 Capsule,41.95,10.49
2229,217,Protec (Cipla Ltd),Cefadur (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,10 Capsule,105,10.5
2230,218,Pharma Synth Formulations Ltd.,Cefodril (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,6 Capsule,63,10.5
2231,219,Euphoric Pharmaceuticals Pvt.Ltd.,Eudrox (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,10 Capsule,369,36.9
2232,220,Kopran Pharma Ltd,Bid (500 mg),Capsule    ,1 Capsule,Cefadroxil-500 mg,4 Capsule,180,45
2233,221,Osmed Formulations (P) Ltd.,Droma Dry (30 ml),Syrup    ,5 ml,Cefadroxil-500 mg,30 ml,23.9,3.98
2234,1,Lupin Laboratories Ltd.,Odoxil OD (1000 mg),Tablet    ,1 Tablet,Cefadroxil-1000 mg,5 Tablet,67.42,13.48
2235,1,Acichem Laboratories,Acidrox Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,100 Tablet,20,0.2
2236,2,Robin Pharmaceuticals,Rubycef Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,100 Tablet,28,0.28
2237,3,Madhav Labs,Tidel DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,100 Tablet,34,0.34
2238,4,East African (I) Remedies (P) Ltd.,Cefavir DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,7,0.7
2239,5,Maiden Pharmaceuticals Limited,Amdrox (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,8,0.8
2240,6,Agron Remedies Pvt Ltd (Agrogem),Cefadron-LB (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,100 Tablet,87.98,0.88
2241,7,Elikem Pharmaceuticals Pvt. Ltd.,Trenax Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,10,1
2242,8,UPS Healthcare,Droxup Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,10,1
2243,9,Que Pharma Pvt.Ltd,Qcidrox Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,10,1
2244,10,Shaimil Laboratories,Droximil (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,10,1
2245,11,Icon Pharma & Surgicals Pvt. Ltd,Droxycon Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,10,1
2246,12,Shreeyam Health Care,Vinoxyl Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,10,1
2247,13,Mankind Pharmaceuticals Pvt. Ltd.,Cefastar (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,10,1
2248,14,Sunij Pharma Pvt Ltd,Sunidrox DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,10.04,1
2249,15,Nestor Pharmaceuticals Ltd,Nesdrox (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,10.15,1.02
2250,16,FDC Limited,Zadro DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,10.2,1.02
2251,17,Lupin Laboratories Ltd.,Odoxil DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,10.26,1.03
2252,18,Medicamen Biotech Ltd.,Ortos DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,10.27,1.03
2253,19,Intima (IPCA Laboratories Ltd),Pendrox (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,10.27,1.03
2254,20,IRM Pharma (Cadila Pharmaceuticals Ltd.),Lactocef (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,10.27,1.03
2255,21,Zest Pharma,Sudrox DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,10.45,1.05
2256,22,Aglowmed Ltd,Gigacef DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,10.48,1.05
2257,23,Indoco Remedies Ltd,Vepan DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,10.68,1.07
2258,24,Comed Chemicals Pvt Ltd,Codroxil KT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,10.7,1.07
2259,25,Biostrass Health Sciences,Rapidrox (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,10.75,1.08
2260,26,Aristo Pharmaceuticals Pvt Ltd.,Cefadrox Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,10.78,1.08
2261,27,Gold Cross (Blue Cross Laboratories Ltd.),Bludrox P DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,11,1.1
2262,28,Osho Pharma Pvt.Ltd.,Osodroxil DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,11,1.1
2263,29,Leben Laboratories Pvt. Ltd.,Cexil Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,11.5,1.15
2264,30,Talent Healthcare,Cefalobid DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,12.5,1.25
2265,31,Silicon Pharma (Rhombus Pharma Pvt Ltd),Nefaxil (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,100 Tablet,140,1.4
2266,32,Rhombus Pharma Private Limited,Kidoxyl Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,100 Tablet,140,1.4
2267,33,Serve Pharmaceuticals,Faxil Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,100 Tablet,166,1.66
2268,34,Genvista (Cadila Pharmaceuticals Ltd.),Vistadrox DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,16.96,1.7
2269,35,Zorex Pharma Pvt. Ltd.,CDX-Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,17,1.7
2270,36,Adore Healthcare,Fulfit Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,17,1.7
2271,37,Suzikem Drugs Pvt. Ltd.,Suzidrox Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,17,1.7
2272,38,Taurus Laboratories Pvt. Ltd.,Cefataur (125 mg) (cefadroxil),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,17,1.7
2273,39,Aan Pharma Pvt Ltd,Droxan Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,17,1.7
2274,40,Indu Drugs,Cefdil-Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,17,1.7
2275,41,Sansill Drugs Pvt Ltd,Fodril (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,17.5,1.75
2276,42,Cipla Limited,Neodrox DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,17.71,1.77
2277,43,Ind-Swift Limited,Swiceff DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,17.9,1.79
2278,44,Ajanta Pharma Ltd.,Kefdil DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,17.94,1.79
2279,45,CFL Pharmaceuticals Ltd,Cetron-DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,18,1.8
2280,46,Varun Life Sciences Pvt. Ltd.,Cynoxil (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,18,1.8
2281,47,Winsome Laboratories Ltd.,Hydrox DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,18,1.8
2282,48,Emcure Pharmaceuticals Ltd.,Qceph DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,18,1.8
2283,49,Hamax Pharmaceuticals,Cefadroxina-Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,18,1.8
2284,50,Skymax Laboratories Pvt.Ltd.,Megadrox (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,18,1.8
2285,51,Trident Pharmaceuticals Pvt Ltd,RDX Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,18,1.8
2286,52,Om Biotec,Drosafe (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,18,1.8
2287,53,Litaka Pharmaceuticals Ltd,Kefexyl DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,18,1.8
2288,54,Bal Pharma Limited,Cefoxil-DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,18.17,1.82
2289,55,Nicholas Piramal India Ltd.,Modcef Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,18.3,1.83
2290,56,Reliance Formulation Pvt Ltd,Ridrox Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,18.33,1.83
2291,57,Jarson Pharmaceuticals,Droxyla Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,18.35,1.84
2292,58,Brussels Laboratories Pvt. Ltd.,Bidrox Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,200 Tablet,374,1.87
2293,59,Micro Nova Pharmaceuticals Ltd.,Bicef DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,18.78,1.88
2294,60,Natco Pharma Ltd,Cefdronat (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,18.8,1.88
2295,61,Profic Organic Ltd.,Monodrox DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,18.83,1.88
2296,62,Paradigm Healthcare,Cedar Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,100 Tablet,189,1.89
2297,63,Atoz Pharmaceuticals (Zota Healthcare Pvt Ltd),Atdrox DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,18.9,1.89
2298,64,Zota Healthcare Pvt. Ltd.,Vadrox DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,18.9,1.89
2299,65,Sayona (Zota Healthcare Pvt Ltd),Sayodrox DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,18.9,1.89
2300,66,Cosme Healthcare (CFL Pharmaceuticals Ltd),Cosdrox DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,18.95,1.9
2301,67,Alkem Laboratories Ltd,RT Cef (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,18.97,1.9
2302,68,Elegant Drugs Pvt. Ltd.,Efadrox KT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19,1.9
2303,69,Zota Pharmaceuticals (Zota Healthcare Pvt Ltd),Zidrox DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19,1.9
2304,70,Perk Pharmaceuticals Ltd.,Prodrox (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19,1.9
2305,71,Ortin Laboratories Ltd,Ardrox (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19,1.9
2306,72,Artel Laboratories,Efexil Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19,1.9
2307,73,Plethico Pharmaceuticals,Delcef (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19,1.9
2308,74,Kentreck Labs Pvt Ltd.,Cydroxil Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19,1.9
2309,75,Acme Skin Care Pvt Ltd,Defaxil (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19,1.9
2310,76,Ikon Remedies Pvt. Ltd.,Cefwin-DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19,1.9
2311,77,Deccan Healthcare Ltd.,Deccadroxil DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19,1.9
2312,78,Lanark Laboratories Pvt Ltd,Cefzil (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,20 Tablet,38,1.9
2313,79,Intas Pharmaceuticals Ltd.,CDR-D (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19,1.9
2314,80,K.C. Laboratories Pvt. Ltd.,Kcetrin (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19,1.9
2315,81,Mascot Lifesciences Pvt. Ltd.,Cotdrox Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19,1.9
2316,82,Patson Laboratories Pvt.Ltd.,Cefar-Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19.03,1.9
2317,83,Aristo Pharmaceuticals Pvt Ltd.,Cefradrox Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19.04,1.9
2318,84,Vision Medilink,Neoxil Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,200 Tablet,381,1.91
2319,85,Macleods Pharmaceuticals Pvt Ltd.,Acudrox DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19.06,1.91
2320,86,Rextar (Ranbaxy Laboratories Ltd),Kefloxin DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19.06,1.91
2321,87,Bergen (Alkem Laboratories Ltd),Cffoxid DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19.06,1.91
2322,88,Cipla Limited,Cefadur DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19.06,1.91
2323,89,Ind-Chemie Health Specialities Pvt Ltd.,Kefzen (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19.06,1.91
2324,90,Zydus Cadila Healthcare Ltd,Eliminate (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19.06,1.91
2325,91,Medley Pharmaceuticals Ltd.,Zoxil (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19.06,1.91
2326,92,Torrent Pharmaceuticals Ltd.,Droxyl Kid DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19.07,1.91
2327,93,Mapra Laboratories Pvt Ltd.,Mapradrox (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19.08,1.91
2328,94,Ortin Laboratories Ltd,Ardox Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19.2,1.92
2329,95,Rekvina Pharmaceuticals,Cedro (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19.23,1.92
2330,96,Admac Pharma Ltd.,Adrox DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19.25,1.93
2331,97,Beckcem Drugs International (P) Ltd,Kodrox (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19.26,1.93
2332,98,Finecure Pharmaceuticals Ltd,Saydrox Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19.3,1.93
2333,99,Jaywin Remedies Pvt. Ltd.,Syndrox P (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,15 Tablet,29,1.93
2334,100,Intra Labs India Pvt Ltd,Caredrox DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,19.67,1.97
2335,101,Shantam Pharmaceuticals Pvt. Ltd.,Hidroxil Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,100 Tablet,197,1.97
2336,102,Alkem Laboratories Ltd,Cefoxid DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,20,2
2337,103,Sain Medicaments Pvt. Ltd.,Seadrox P (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,20,2
2338,104,Tuttsan Pharma Pvt Ltd.,Cefaxer-Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,20,2
2339,105,Metrix Healthcare Pvt Ltd.,Droxymet (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,20,2
2340,106,Times Drugs & Pharmaceuticals (P) Ltd.,C Droxil DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,20,2
2341,107,Milmet (Sun Pharmaceuticals Industries Ltd),Cefdox (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,20,2
2342,108,Ochoa Laboratories (P) Ltd.,Occocef KT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,20,2
2343,109,Kopran Pharma Ltd,Bid KT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,20.02,2
2344,110,Spire Pharma,Axis (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,20.8,2.08
2345,111,Zydus Cadila Healthcare Ltd,Droxycad (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,20.96,2.1
2346,112,Acron Pharmaceuticals,Zedoxil Kid DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,100 Tablet,210,2.1
2347,113,Tunic Healthcare,Droxytop Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,21,2.1
2348,114,DWD Pharmaceuticals Ltd.,Dax Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,21.18,2.12
2349,115,Orchid Chemicals & Pharmaceuticals Ltd.,Droxyceph DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,21.25,2.13
2350,116,Secure Healthcare Inc. India,Drosec DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,21.5,2.15
2351,117,Hiral Labs Ltd.,Hidrox Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,22,2.2
2352,118,Pifer Pharmaceuticals Pvt Ltd,Pyceff Kid DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,22,2.2
2353,119,Allure Remedies Pvt Ltd,Dicef DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,22,2.2
2354,120,Affy Pharma Pvt. Ltd.,Affycef DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,22,2.2
2355,121,Medizone,Ceroxil (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,22,2.2
2356,122,Citadel Aurobindo Biotech Ltd. (CABL),Cedrox DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,22,2.2
2357,123,Norris Medicines Ltd.,Cefnor (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,22,2.2
2358,124,Maan Pharmaceutical Ltd.,Manoxyl Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,22.34,2.23
2359,125,Versatil Pharmaceuticals (P) Ltd.,Ceroxil-Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,23,2.3
2360,126,Remed Healthcare (P) Ltd.,Droxytop (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,23,2.3
2361,127,Lancer Health Care Pvt. Ltd.,Faxil (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,23,2.3
2362,128,Vega Pharma,XIL Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,100 Tablet,236,2.36
2363,129,Prayas Pharmaceuticals,Bactidrox Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,100 Tablet,240,2.4
2364,130,Alicon Pharmaceuticals Pvt. Ltd.,Endroxil K (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,25,2.5
2365,131,Newgen (Cadila Pharmaceuticals Ltd.),Kidrox DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,25.04,2.5
2366,132,Hygeia Pharmaceuticals,Hidrox DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,26,2.6
2367,133,Parenteral Drugs (India) Ltd.,PD Roxil DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,26,2.6
2368,134,Yash Pharma Laboratories Limited,Ceftic-Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,26.56,2.66
2369,135,Maitri Healthcare Pvt. Ltd.,Maitridrox Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,200 Tablet,533,2.67
2370,136,Gracure Pharmaceuticals Ltd.,CFD-Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,26.95,2.7
2371,137,Alpic Remedies Ltd.,Xicef (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,28,2.8
2372,138,Pramukh Swami Pharma Ltd.,Pradrox Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,28,2.8
2373,139,Stanford Biotech Pvt. Ltd,CD Stan (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,28,2.8
2374,140,Mexon Healthcare Ltd.,Cexon (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,29,2.9
2375,141,Biocin Genetics & Pharma,Jyodox (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,29,2.9
2376,142,Relax Pharmaceuticals,Reladrox DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,29.15,2.92
2377,143,Pharmatech Healthcare,Droxitech Kid (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,30,3
2378,144,East West Pharma,Cedrox (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,34.5,3.45
2379,145,Symet Labs. Pvt. Ltd,Sydrox DT (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,35,3.5
2380,146,Medi Rose,Syndrox (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,35,3.5
2381,147,Smilax Pharmaceuticals,De Bact (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,37.6,3.76
2382,148,Shrinivas (Gujarat) Laboratories Pvt. Ltd.,Endrox (125 mg),Tablet    ,1 Tablet,Cefadroxil-125 mg,10 Tablet,270,27
2383,149,Sumac Pharma Pvt. Ltd.,Maxyl (125 mg),Capsule    ,1 Capsule,Cefadroxil-125 mg,10 Capsule,17,1.7
2384,150,Aglowmed Ltd,Gigacef (125 mg),Capsule    ,1 Capsule,Cefadroxil-125 mg,10 Capsule,19.06,1.91
2385,151,Micro Nova Pharmaceuticals Ltd.,Bicef (60 ml),Suspension    ,5 ml,Cefadroxil-125 mg,60 ml,15.65,1.3
2386,152,Nestor Pharmaceuticals Ltd,Nesdrox DT (30 ml),Suspension    ,5 ml,Cefadroxil-125 mg,30 ml,11,1.83
2387,153,Comed Chemicals Pvt Ltd,Codroxil (125 mg),Suspension    ,5 ml,Cefadroxil-125 mg,30 ml,11.7,1.95
2388,154,Lupin Laboratories Ltd.,Odoxil (30 ml),Suspension    ,5 ml,Cefadroxil-125 mg,30 ml,13.88,2.31
2389,155,Taurus Laboratories Pvt. Ltd.,Cefataur (30 ml) (cefadroxil),Suspension    ,5 ml,Cefadroxil-125 mg,30 ml,14.64,2.44
2390,156,Ajanta Pharma Ltd.,Apdil Rediuse (30 ml),Suspension    ,5 ml,Cefadroxil-125 mg,30 ml,14.8,2.47
2391,157,Dynamic Laboratories Pvt. Ltd.,Cefoxil (30 ml) (dynamic),Suspension    ,5 ml,Cefadroxil-125 mg,30 ml,15,2.5
2392,158,Rax Health Care Pvt. Ltd.,Raxdil (30 ml),Suspension    ,5 ml,Cefadroxil-125 mg,30 ml,15.32,2.55
2393,159,Perk Pharmaceuticals Ltd.,Prodrox (30 ml),Suspension    ,5 ml,Cefadroxil-125 mg,30 ml,15.75,2.63
2394,160,FDC Limited,Zadro Susp (125 mg),Suspension    ,5 ml,Cefadroxil-125 mg,30 ml,16.2,2.7
